index,year,id,dum,urban_disposable_income,rural_disposable_income,urbanization_rate,total_pop,urban_pop,rural_pop,urban_total_income,rural_total_income,total_income,P1/P,Z1/Z,LN(N/O),P2/P,Z2/Z,LN(Q/R),theil_index
609,2019,61,Longyan City,38815.0,18859.0,0.58,264.0,153.12,110.88,5943352.8,2091085.92,8034438.72,0.740 ,0.580 ,0.243 ,0.260 ,0.420 ,(0.479),0.055399631
610,2010,62,Ningde,16815.0,6542.0,0.479,282.2,135.23,146.97,2273892.45,961477.74,3235370.19,0.703 ,0.479 ,0.383 ,0.297 ,0.521 ,(0.561),0.10244518
611,2011,62,Ningde,19314.0,7755.97,0.492,283.0,139.25,143.75,2689474.5,1114920.69,3804395.19,0.707 ,0.492 ,0.362 ,0.293 ,0.508 ,(0.550),0.094985326
612,2012,62,Ningde,21825.0,8829.0,0.506,284.0,143.7,140.3,3136252.5,1238708.7,4374961.2,0.717 ,0.506 ,0.348 ,0.283 ,0.494 ,(0.557),0.092135333
613,2013,62,Ningde,23951.0,10039.0,0.518,284.0,147.1,136.9,3523192.1,1374339.1,4897531.2,0.719 ,0.518 ,0.328 ,0.281 ,0.482 ,(0.541),0.084490649
614,2014,62,Ningde,23956.36,11301.88,0.529,285.0,150.76,134.24,3611660.83,1517164.37,5128825.2,0.704 ,0.529 ,0.286 ,0.296 ,0.471 ,(0.465),0.063858522
615,2015,62,Ningde,26029.0,12391.0,0.535,287.0,153.68,133.32,4000136.72,1651968.12,5652104.84,0.708 ,0.535 ,0.279 ,0.292 ,0.465 ,(0.463),0.061971873
616,2016,62,Ningde,28164.0,13516.0,0.544,289.0,157.22,131.78,4427944.08,1781138.48,6209082.56,0.713 ,0.544 ,0.271 ,0.287 ,0.456 ,(0.463),0.060098581
617,2017,62,Ningde,30502.0,14722.0,0.557,290.0,161.54,128.46,4927293.08,1891188.12,6818481.2,0.723 ,0.557 ,0.260 ,0.277 ,0.443 ,(0.468),0.058236943
618,2018,62,Ningde,32921.0,16147.0,0.567,291.0,165.0,126.0,5431965.0,2034522.0,7466487.0,0.728 ,0.567 ,0.249 ,0.272 ,0.433 ,(0.463),0.055140674
619,2019,62,Ningde,35887.0,17804.0,0.576,291.0,167.62,123.38,6015378.94,2196657.52,8212036.46,0.733 ,0.576 ,0.240 ,0.267 ,0.424 ,(0.461),0.052842824
620,2010,63,Nanchang,18276.0,7193.25,0.657,504.26,331.35,172.91,6055699.6,1243781.98,7299481.58,0.830 ,0.657 ,0.233 ,0.170 ,0.343 ,(0.699),0.074233189
621,2011,63,Nanchang,20741.21,8483.66,0.672,508.9,342.18,166.72,7097312.28,1414357.62,8511669.9,0.834 ,0.672 ,0.215 ,0.166 ,0.328 ,(0.679),0.066629897
622,2012,63,Nanchang,23602.39,9730.43,0.688,513.16,352.95,160.21,8330439.95,1558886.89,9889326.84,0.842 ,0.688 ,0.203 ,0.158 ,0.312 ,(0.683),0.063040049
623,2013,63,Nanchang,26165.0,10806.0,0.698,518.42,362.01,156.41,9472119.86,1690147.01,11162266.87,0.849 ,0.698 ,0.195 ,0.151 ,0.302 ,(0.689),0.061019544
624,2014,63,Nanchang,29091.0,12414.0,0.709,524.02,371.32,152.7,10802043.94,1895602.9,12697646.84,0.851 ,0.709 ,0.183 ,0.149 ,0.291 ,(0.669),0.055648698
625,2015,63,Nanchang,31942.0,13693.0,0.716,530.29,379.48,150.81,12121238.36,2065108.43,14186346.79,0.854 ,0.716 ,0.177 ,0.146 ,0.284 ,(0.670),0.054009846
626,2016,63,Nanchang,34619.0,14952.0,0.723,537.14,388.3,148.84,13442568.09,2225488.57,15668056.66,0.858 ,0.723 ,0.171 ,0.142 ,0.277 ,(0.668),0.052036133
627,2017,63,Nanchang,37675.0,16364.0,0.733,546.35,400.59,145.77,15092043.64,2385359.01,17477402.65,0.864 ,0.733 ,0.164 ,0.136 ,0.267 ,(0.670),0.049784953
628,2018,63,Nanchang,40844.0,17866.0,0.742,554.55,411.64,142.91,16813150.78,2553253.29,19366404.06,0.868 ,0.742 ,0.157 ,0.132 ,0.258 ,(0.670),0.047617035
629,2019,63,Nanchang,44136.0,19498.0,0.752,560.06,420.93,139.12,18578378.33,2712577.36,21290955.69,0.873 ,0.752 ,0.149 ,0.127 ,0.248 ,(0.668),0.04518879
630,2010,64,Jingdezhen,16657.0,6520.6,0.563,158.75,89.39,69.36,1488982.56,452248.6,1941231.16,0.767 ,0.563 ,0.309 ,0.233 ,0.437 ,(0.629),0.090574828
631,2011,64,Jingdezhen,18964.35,7676.2,0.58,159.94,92.7,67.24,1758069.21,516153.06,2274222.27,0.773 ,0.580 ,0.288 ,0.227 ,0.420 ,(0.616),0.082725898
632,2012,64,Jingdezhen,21621.35,8864.85,0.599,161.0,96.36,64.64,2083359.77,573025.68,2656385.45,0.784 ,0.599 ,0.270 ,0.216 ,0.401 ,(0.621),0.078014206
633,2013,64,Jingdezhen,23991.0,10013.0,0.611,161.95,98.87,63.08,2371946.99,631600.01,3003547.0,0.790 ,0.611 ,0.257 ,0.210 ,0.389 ,(0.616),0.073648112
634,2014,64,Jingdezhen,26625.0,11547.0,0.623,162.98,101.5,61.47,2702466.79,709843.74,3412310.53,0.792 ,0.623 ,0.240 ,0.208 ,0.377 ,(0.595),0.066516228
635,2015,64,Jingdezhen,29101.0,12736.0,0.635,164.05,104.22,59.83,3032961.51,761989.79,3794951.3,0.799 ,0.635 ,0.230 ,0.201 ,0.365 ,(0.597),0.063604964
636,2016,64,Jingdezhen,31418.0,13878.0,0.648,165.49,107.22,58.27,3368659.95,808655.79,4177315.75,0.806 ,0.648 ,0.219 ,0.194 ,0.352 ,(0.598),0.060693427
637,2017,64,Jingdezhen,34283.0,15095.0,0.66,166.49,109.8,56.69,3764280.26,855734.04,4620014.3,0.815 ,0.659 ,0.211 ,0.185 ,0.341 ,(0.609),0.059496332
638,2018,64,Jingdezhen,37183.0,16510.0,0.669,167.32,112.0,55.32,4164678.2,913273.76,5077951.96,0.820 ,0.669 ,0.203 ,0.180 ,0.331 ,(0.609),0.057086035
639,2019,64,Jingdezhen,40143.0,17985.0,0.68,168.05,114.36,53.69,4590705.31,965677.6,5556382.91,0.826 ,0.680 ,0.194 ,0.174 ,0.320 ,(0.609),0.054478085
640,2010,65,Pingxiang,16381.0,7219.1,0.592,185.45,109.73,75.72,1797511.7,546628.09,2344139.79,0.767 ,0.592 ,0.259 ,0.233 ,0.408 ,(0.560),0.068166788
641,2011,65,Pingxiang,18646.33,8598.06,0.608,186.75,113.49,73.26,2116145.89,629915.37,2746061.26,0.771 ,0.608 ,0.238 ,0.229 ,0.392 ,(0.537),0.059930462
642,2012,65,Pingxiang,21257.21,9999.51,0.623,187.4,116.77,70.63,2482125.76,706260.39,3188386.15,0.778 ,0.623 ,0.223 ,0.222 ,0.377 ,(0.532),0.055594709
643,2013,65,Pingxiang,23496.0,11099.0,0.635,188.15,119.38,68.77,2805034.72,763280.45,3568315.17,0.786 ,0.634 ,0.214 ,0.214 ,0.366 ,(0.536),0.053817115
644,2014,65,Pingxiang,26019.0,12769.0,0.646,189.0,122.11,66.89,3177263.35,854083.93,4031347.28,0.788 ,0.646 ,0.199 ,0.212 ,0.354 ,(0.513),0.047916948
645,2015,65,Pingxiang,28335.0,14046.0,0.659,190.11,125.24,64.86,3548766.07,911092.39,4459858.46,0.796 ,0.659 ,0.189 ,0.204 ,0.341 ,(0.513),0.045457665
646,2016,65,Pingxiang,30630.0,15274.0,0.67,191.42,128.31,63.11,3930147.55,963972.69,4894120.24,0.803 ,0.670 ,0.181 ,0.197 ,0.330 ,(0.515),0.043618547
647,2017,65,Pingxiang,33120.0,16598.0,0.682,192.5,131.3,61.2,4348791.79,1015726.23,5364518.02,0.811 ,0.682 ,0.173 ,0.189 ,0.318 ,(0.518),0.041863042
648,2018,65,Pingxiang,35763.0,18012.0,0.691,193.32,133.52,59.79,4775143.71,1077000.52,5852144.23,0.816 ,0.691 ,0.167 ,0.184 ,0.309 ,(0.519),0.040448224
649,2019,65,Pingxiang,38502.0,19536.0,0.7,194.13,135.91,58.22,5232856.87,1137411.32,6370268.19,0.821 ,0.700 ,0.160 ,0.179 ,0.300 ,(0.519),0.038717302
650,2010,66,Jiujiang City,15764.0,5583.85,0.425,472.88,201.07,271.81,3169620.19,1517742.36,4687362.55,0.676 ,0.425 ,0.464 ,0.324 ,0.575 ,(0.574),0.127887075
651,2011,66,Jiujiang City,17910.76,6777.36,0.444,476.27,211.37,264.9,3785759.73,1795325.37,5581085.1,0.678 ,0.444 ,0.424 ,0.322 ,0.556 ,(0.548),0.111631038
652,2012,66,Jiujiang City,20330.4,7785.14,0.463,477.31,220.85,256.46,4490019.67,1996577.0,6486596.67,0.692 ,0.463 ,0.403 ,0.308 ,0.537 ,(0.557),0.107337684
653,2013,66,Jiujiang City,22504.0,8805.0,0.477,478.94,228.31,250.63,5137955.75,2206813.88,7344769.63,0.700 ,0.477 ,0.384 ,0.300 ,0.523 ,(0.555),0.101590694
654,2014,66,Jiujiang City,25077.0,10139.0,0.491,480.69,236.02,244.67,5918625.89,2480714.2,8399340.09,0.705 ,0.491 ,0.361 ,0.295 ,0.509 ,(0.544),0.093807799
655,2015,66,Jiujiang City,27635.0,11143.0,0.506,482.58,243.99,238.59,6742746.56,2658587.2,9401333.75,0.717 ,0.506 ,0.350 ,0.283 ,0.494 ,(0.559),0.092776649
656,2016,66,Jiujiang City,30011.0,12157.0,0.522,484.76,252.94,231.82,7590904.31,2818281.94,10409186.25,0.729 ,0.522 ,0.335 ,0.271 ,0.478 ,(0.569),0.090111214
